customer_id,signup_date,customer_segment,region,status,lifetime_months_expected,acquisition_channel,acquisition_campaign,acquisition_cost_ngn
C145183,11/8/2023 23:15,Enterprise,Nigeria,Dormant,,Organic Social,Camp_69,8007
C145184,11/20/2021 16:07,SME,Rest of Africa,Dormant,,Referral,Camp_55,2122
C145185,4/4/2020 4:54,SME,Nigeria,Active,31,Paid Social,Camp_1,20768
C145186,8/28/2025 21:48,SME,Nigeria,Churned,1,Paid Social,Camp_49,5059
C145187,10/31/2024 18:50,SME,Nigeria,Churned,5,Referral,Camp_65,280
C145188,1/27/2023 16:18,SME,Nigeria,Churned,6,Paid Search,Camp_24,15040
C145189,6/9/2020 17:59,SME,Nigeria,Active,45,AFF,Camp_68,2209
C145190,1/19/2024 20:12,Individual,North America,Active,37, Organic Socia,Camp_79,7592
C145191,4/18/2025 15:38,Individual,Nigeria,Active,9,Organic Social,Camp_58,3796
C145192,10/13/2021 4:20,SME,Rest of Africa,Dormant,,Paid Search,CMP_99,3540
C145193,12/24/2021 17:10,SME,Nigeria,Active,53,Referral,Camp_18,436
C145194,12/22/2023 3:27,SME,Nigeria,Active,53,Affiliate,Camp_101,17432
C145195,10/27/2023 21:39,Individual,Europe,Active,56,Organic Social,Camp_86,4993
C145196,12/8/2021 13:10,SME,West Africa,Churned,11,Paid Social,Camp_85,
C145197,11/23/2020 14:56,Individual,Nigeria,Dormant,,Paid Search,Camp_66,31893
C145198,2/8/2021 10:50,SME,Nigeria,Dormant,,Referral,Camp_58,3309
C145199,3/17/2025 8:27,Individual,North America,Active,31,Organic Social,Camp_5,607
C145200,1/19/2024 22:03,Individual,West Africa,Churned,6,Paid Search,Camp_19,46126
C145201,8/21/2021 21:58,Individual,Rest of Africa,Active,21,Referral,Camp_33,5857
C145202,5/4/2022 21:12,Individual,Nigeria,Active,46,Affiliate,Camp_48,754
C145203,9/23/2020 1:24,SME,Nigeria,Active,38,Paid Search,Camp_52,9791
C145204,8/25/2022 7:15,SME,Nigeria,Churned,15,Referral,Camp_40,367
C145205,5/25/2024 20:47,Individual,West Africa,Active,38,Affiliate,Camp_103,4496
C145206,11/21/2022 23:42,SME,Nigeria,Active,39,Event,Camp_89,
C145207,6/9/2020 12:53,Individual,West Africa,Active,43,Paid Search,Camp_42,11250
C145208,5/11/2021 19:40,Individual,Nigeria,Churned,13,Paid Social,Camp_113,
C145209,10/27/2025 5:52,SME,West Africa,Active,14,Event,Camp_98,144
C145210,11/11/2023 2:53,Individual,Rest of Africa,Active,6,Paid Search,Camp_30,480
C145211,9/12/2025 3:00,Individual,North America,Active,39,Organic Social,Camp_115,3617
C145212,3/5/2023 5:42,Individual,North America,Active,32,Organic Social,Camp_16,3603
C145213,2/27/2025 10:41,Individual,Rest of Africa,Active,23,Organic Social,Camp_87,183
C145214,6/7/2025 23:55,Individual,Nigeria,Active,36,Paid Social,Camp_108,21639
C145215,3/24/2020 6:22,SME,Nigeria,Churned,25,Event,Camp_7,1090
C145216,6/20/2024 15:01,SME,Rest of Africa,Active,37,Paid Social,Camp_61,11999
C145217,4/9/2021 2:24,Individual,West Africa,Active,56,Organic Social,Camp_51,2514
C145218,7/3/2023 23:04,SME,Nigeria,Active,34,Organic Social,Camp_82,10727
C145219,8/17/2024 11:49,SME,Nigeria,Churned,1,Paid Social,Camp_75,15464
C145220,2/27/2020 14:14,Individual,West Africa,Active,27,Paid Search,Camp_90,43208
C145221,1/1/2020 19:17,Individual,Nigeria,Active,49,Event,Camp_8,255888
C145222,3/2/2025 10:09,Individual,Nigeria,Active,28,Organic Social,Camp_62,976
C145223,7/1/2020 15:51,SME,Nigeria,Active,54,Organic Social,CMP_4,324
C145224,1/6/2024 16:00,Individual,Nigeria,Churned,1,Referral,Camp_2,2978
C145225,4/13/2021 8:14,Individual,Nigeria,Active,15,Paid Search,Camp_99,24964
C145226,6/20/2021 22:30,Individual,Nigeria,Active,55,Referral,Camp_87,2011
C145227,3/26/2020 11:58,Individual,Nigeria,Churned,2,Paid Search,Camp_74,9504
C145228,10/8/2024 6:25,Individual,Nigeria,Churned,5,Referral,Camp_50,216
C145229,7/28/2025 15:54,Individual,Rest of Africa,Dormant,,Paid Search,Camp_6,31932
C145230,5/5/2025 22:08,Individual,Nigeria,Active,38,Affiliate,Camp_71,6270
C145231,1/23/2024 19:37,SME,Rest of Africa,Churned,1,Referral,Camp_74,1392
C145232,9/22/2020 7:15,Individual,Nigeria,Dormant,, Paid Social ,Camp_56,23970
C145233,5/1/2021 14:35,Individual,Nigeria,Active,10,Paid Social,Camp_60,80560
C145234,1/11/2021 16:12,SME,Nigeria,Active,29,Paid Search,Camp_40,33698
C145235,6/11/2024 4:26,Individual,Nigeria,Active,15,Event,Camp_34,109083
C145236,12/20/2024 11:47,Individual,Nigeria,Churned,4,Paid Search,Camp_30,12709
C145237,5/17/2022 16:22,SME,Rest of Africa,Dormant,,Organic Social,Camp_83,11417
C145238,12/14/2022 14:50,SME,Nigeria,Churned,14,Paid Search,Camp_117,32488
C145239,7/13/2021 4:51,Individual,Nigeria,Active,55,Event,Camp_42,130116
C145240,2/1/2022 3:41,SME,Europe,Active,53,Organic Social,Camp_104,3555
C145241,1/26/2025 8:33,SME,Nigeria,Churned,2,Paid Search,Camp_76,5653
C145242,6/21/2025 7:00,SME,West Africa,Churned,2,Referral,Camp_99,169
C145243,10/1/2022 14:38,Individual,Nigeria,Active,60,Event,Camp_29,25201
C145244,11/6/2024 15:47,SME,Nigeria,Churned,11,Organic Social,CMP_36,24965
C145245,7/8/2023 18:47,SME,Nigeria,Active,44,Organic Social,Camp_47,10218
C145246,4/27/2020 10:46,Individual,Europe,Active,44,Paid Social,Camp_84,301
C145247,2/12/2021 6:15,Individual,Nigeria,Churned,7,Paid Search,Camp_120,87532
C145248,12/29/2021 19:20,Individual,West Africa,Active,53,Paid Search,Camp_64,15821
C145249,10/13/2021 12:44,SME,Nigeria,Active,49,Organic Social,Camp_118,8865
C145250,8/22/2020 5:12,Individual,Nigeria,Active,19,Referral,Camp_10,4927
C145251,10/15/2022 14:27,Individual,West Africa,Active,27,Affiliate,Camp_53,20706
C145252,4/12/2025 9:21,SME,North America,Active,34,Referral,Camp_90,
C145253,4/22/2025 4:40,Individual,Nigeria,Churned,3,Paid Search,Camp_87,24274
C145254,5/22/2024 10:47,SME,Nigeria,Active,12,Referral,Camp_15,539
C145255,12/14/2023 8:00,SME,Nigeria,Churned,17,Organic Social,Camp_111,1378
C145256,12/25/2022 20:01,Individual,North America,Dormant,, Organic Socia,Camp_47,16845
C145257,12/23/2020 6:06,Individual,Nigeria,Churned,32,Organic Social,Camp_113,1634
C145258,11/30/2023 22:16,SME,Nigeria,Active,36,Paid Search,Camp_84,13725
C145259,1/25/2023 21:35,Individual,Europe,Churned,17,Paid Search,Camp_83,34941
C145260,10/16/2023 1:22,SME,Nigeria,Churned,8,Organic Social,CMP_108,8672
C145261,4/13/2025 13:13,Individual,Nigeria,Active,31,Paid Search,Camp_55,13249
C145262,4/1/2020 19:51,SME,Nigeria,Active,22,Organic Social,Camp_27,2517
C145263,9/6/2021 5:38,SME,Rest of Africa,Active,11,Paid Social,Camp_32,7948
C145264,6/3/2021 22:30,Individual,West Africa,Dormant,,Event,Camp_50,19665
C145265,9/2/2021 20:28,Individual,Nigeria,Active,26,Event,Camp_3,56803
C145266,2/12/2020 18:03,Individual,Nigeria,Churned,22,Event,Camp_53,2557
C145267,9/7/2024 6:29,SME,Europe,Active,28,Affiliate,Camp_87,12881
C145268,6/21/2024 12:36,SME,North America,Active,35,Event,Camp_11,9673
C145269,7/30/2024 20:10,Enterprise,West Africa,Active,49,Referral,Camp_3,352
C145270,6/25/2020 2:53,SME,North America,Dormant,,Event,Camp_97,5148
C145271,9/10/2023 5:33,Individual,Nigeria,Dormant,,Organic Social,Camp_90,1343
C145272,1/10/2020 9:34,SME,North America,Active,18,Affiliate,Camp_87,14359
C145273,2/22/2025 16:43,Individual,Nigeria,Dormant,,Paid Search,Camp_11,19303
C145274,5/29/2022 6:42,Individual,West Africa,Active,50,Referral,Camp_109,626
C145275,7/27/2020 6:41,SME,Nigeria,Active,29, Event ,Camp_32,8229
C145276,12/15/2023 6:14,SME,Europe,Dormant,,Organic Social,Camp_88,7338
C145277,11/10/2022 14:23,Individual,Europe,Active,47,Paid Search,Camp_21,17605
C145278,2/6/2020 14:55,Individual,West Africa,Active,13,Organic Social,Camp_28,640
C145279,6/9/2021 23:55,Individual,North America,Active,43,REF,Camp_9,940
C145280,5/18/2022 22:08,SME,North America,Dormant,,Referral,Camp_24,1177
C145281,1/13/2021 7:23,Enterprise,Rest of Africa,Churned,1,Organic Social,Camp_25,2184
C145282,11/17/2021 17:34,Individual,Nigeria,Active,16,Paid Search,Camp_3,7703
C145283,3/15/2020 14:57,Individual,Nigeria,Churned,61,Event,Camp_30,15961
C145284,5/26/2020 6:29,Individual,Europe,Dormant,,Referral,Camp_114,2686
C145285,10/10/2023 12:48,Individual,Rest of Africa,Active,54,Paid Social,Camp_52,55054
C145286,5/13/2024 13:42,Individual,North America,Churned,2,Affiliate,Camp_64,209
C145287,4/26/2025 15:46,Individual,Nigeria,Active,18,Paid Social,Camp_21,17742
C145288,8/24/2024 4:04,SME,Nigeria,Active,43,Paid Social,Camp_55,1360
C145289,8/7/2023 19:50,Individual,Nigeria,Churned,3,AFF,Camp_65,1806
C145290,3/13/2024 15:20,Individual,North America,Active,20,Affiliate,Camp_37,6289
C145291,7/11/2025 7:37,Individual,Nigeria,Active,35,Paid Social,CMP_57,28431
C145292,12/22/2022 0:13,SME,Europe,Active,38,PS,Camp_30,14298
C145293,5/21/2024 3:27,SME,West Africa,Active,20,Paid Search,Camp_6,52896
C145294,2/14/2024 13:57,Individual,Nigeria,Active,26,Event,Camp_70,50318
C145295,10/5/2022 7:35,Individual,Rest of Africa,Active,27,Affiliate,Camp_12,1722
C145296,11/24/2022 10:34,Individual,Nigeria,Churned,14,Organic Social,Camp_53,5795
C145297,10/22/2025 7:09,SME,North America,Dormant,,Paid Social,Camp_77,6899
C145298,8/8/2024 11:31,Individual,Nigeria,Active,43,Paid Social,Camp_6,
C145299,11/16/2022 9:23,Individual,Nigeria,Churned,4,Affiliate,Camp_26,2097
C145300,1/16/2020 4:19,SME,West Africa,Churned,3,Paid Social,Camp_44,2809
C145301,12/30/2024 22:09,Individual,Nigeria,Churned,1,Organic Social,Camp_4,5077
C145302,11/18/2022 13:13,Individual,Nigeria,Active,8,Referral,Camp_27,1917
C145303,11/21/2024 14:07,Individual,West Africa,Active,22,Paid Search,Camp_93,21304
C145304,10/28/2020 6:18,SME,Rest of Africa,Churned,34,Paid Social,Camp_96,5015
C145305,8/1/2022 10:35,Individual,Nigeria,Dormant,,Paid Social,Camp_35,4151
C145306,11/7/2022 14:38,Individual,West Africa,Active,57, Referral ,Camp_17,4870
C145307,5/13/2020 21:19,Individual,Europe,Active,37,Affiliate,Camp_6,6085
C145308,7/10/2022 17:45,SME,Nigeria,Active,60,Organic Social,Camp_52,2608
C145309,4/5/2025 23:07,Individual,Nigeria,Active,53,Paid Search,Camp_19,42795
C145310,9/22/2023 0:07,SME,Rest of Africa,Active,25,Paid Social,Camp_65,10318
C145311,6/30/2021 17:41,Individual,Nigeria,Churned,6,Paid Search,Camp_93,28174
C145312,2/9/2022 20:14,Individual,Nigeria,Dormant,,Paid Search,Camp_79,3987
C145313,4/29/2023 6:08,Individual,Nigeria,Churned,2,Organic Social,Camp_44,1281
C145314,7/4/2023 23:25,SME,Nigeria,Active,56,Event,Camp_94,
C145315,4/16/2025 13:30,SME,West Africa,Churned,3,Affiliate,Camp_68,2624
C145316,6/23/2022 22:29,Enterprise,Nigeria,Churned,15,Referral,Camp_96,3010
C145317,10/4/2025 20:18,Individual,Rest of Africa,Active,28,Referral,Camp_2,1462
C145318,5/7/2023 2:00,Individual,Nigeria,Active,60,AFF,Camp_36,3120
C145319,2/1/2021 11:36,Enterprise,West Africa,Churned,11,Referral,Camp_18,3999
C145320,10/15/2023 12:56,Individual,Europe,Active,51,Organic Social,Camp_38,4955
C145321,7/6/2021 23:15,SME,West Africa,Churned,34,Paid Social,Camp_115,9844
C145322,4/7/2024 17:50,SME,Europe,Churned,4,PS,Camp_71,15101
C145323,8/26/2023 15:05,SME,Nigeria,Active,9,Organic Social,Camp_43,1563
C145324,11/19/2022 14:22,Individual,Rest of Africa,Active,11,Event,Camp_105,4592
C145325,11/20/2020 7:26,Individual,Nigeria,Churned,20,Organic Social,Camp_117,1801
C145326,8/5/2024 6:29,Individual,North America,Churned,3,Paid Search,Camp_13,7673
C145327,1/22/2021 20:44,Individual,Nigeria,Active,29,Organic Social,Camp_81,2045
C145328,6/13/2022 21:16,SME,Europe,Dormant,,Organic Social,Camp_10,3166
C145329,2/21/2021 8:37,SME,West Africa,Churned,1,Event,Camp_85,2604
C145330,5/2/2020 6:54,SME,North America,Active,38,Paid Search,Camp_56,2801
C145331,8/16/2022 8:46,SME,West Africa,Dormant,,Referral,Camp_68,2614
C145332,12/3/2021 1:11,Individual,Nigeria,Churned,5,Referral,Camp_93,405
C145333,7/16/2025 12:31,Individual,Nigeria,Active,13,Event,Camp_72,16558
C145334,9/15/2024 11:39,SME,West Africa,Churned,3,Organic Social,Camp_95,5066
C145335,4/20/2022 1:45,SME,Nigeria,Active,44,Affiliate,Camp_29,30158
C145336,8/19/2025 3:59,Individual,North America,Active,51,Paid Search,Camp_75,3567
C145337,10/3/2022 11:39,SME,Rest of Africa,Active,11,Paid Search,Camp_21,35405
C145338,5/22/2020 20:53,Individual,Rest of Africa,Active,7,SOC,Camp_10,12165
C145339,10/19/2025 20:02,SME,Nigeria,Active,30,Organic Social,Camp_105,492
C145340,11/9/2025 22:46,Individual,Nigeria,Active,45,Paid Social,Camp_9,3331
C145341,3/16/2022 11:06,Individual,Rest of Africa,Dormant,,Paid Search,Camp_113,29624
C145342,6/1/2023 0:01,SME,Nigeria,Active,40,Organic Social,Camp_40,10578
C145343,3/30/2021 8:11,Individual,Nigeria,Active,28,Organic Social,CMP_102,60
C145344,11/25/2020 11:19,Individual,Nigeria,Active,46,Organic Social,Camp_32,1260
C145345,2/22/2024 0:53,Individual,Nigeria,Active,49,Paid Search,Camp_82,11077
C145346,4/14/2023 11:10,SME,Nigeria,Active,46,Event,Camp_49,179668
C145347,3/21/2022 5:56,SME,Nigeria,Dormant,,Organic Social,Camp_64,5280
C145348,8/20/2025 0:03,SME,Nigeria,Active,30,Paid Social,Camp_71,8056
C145349,8/23/2021 19:22,Individual,Nigeria,Active,12,Referral,Camp_45,450
C145350,7/8/2022 7:27,Individual,Nigeria,Active,34,Paid Social,Camp_68,4629
C145351,2/21/2025 23:13,SME,Nigeria,Churned,4,Organic Social,Camp_58,253
C145352,9/17/2021 1:49,SME,Rest of Africa,Active,48,Paid Social,Camp_30,94190
C145353,11/18/2024 8:07,Individual,West Africa,Active,56,Affiliate,Camp_25,32244
C145354,6/9/2022 5:37,SME,Nigeria,Dormant,,Event,Camp_103,450
C145355,11/27/2020 6:06,Enterprise,North America,Dormant,,Paid Search,Camp_96,7895
C145356,8/15/2023 17:50,Individual,Nigeria,Dormant,,Paid Search,Camp_88,516
C145357,3/19/2023 8:19,Individual,Nigeria,Active,14,Paid Search,Camp_34,
C145358,10/27/2023 9:44,Individual,Nigeria,Active,7,Organic Social,Camp_50,11576
C145359,3/7/2022 15:17,SME,West Africa,Active,28,Paid Search,Camp_49,51940
C145360,4/14/2020 2:51,Individual,Nigeria,Active,45,Affiliate,Camp_120,9240
C145361,10/4/2023 1:33,Individual,Nigeria,Active,59,Paid Social,Camp_119,78368
C145362,9/23/2024 3:51,SME,Rest of Africa,Active,33,Organic Social,Camp_62,6852
C145363,10/9/2025 21:50,SME,Rest of Africa,Active,20,Organic Social,Camp_55,1381
C145364,10/5/2024 1:33,Individual,Nigeria,Active,28,Event,Camp_120,72058
C145365,9/18/2025 21:07,SME,Rest of Africa,Active,8,Paid Search,Camp_95,17728
C145366,7/27/2023 5:35,Individual,Nigeria,Dormant,,Referral,Camp_52,1402
C145367,10/17/2024 4:01,Individual,West Africa,Churned,6,Referral,Camp_68,3578
C145368,5/5/2024 19:45,Individual,Nigeria,Active,57,Organic Social,Camp_17,3821
C145369,1/23/2023 4:14,Individual,West Africa,Active,34,Paid Social,Camp_79,7135
C145370,7/13/2024 15:47,Individual,Europe,Active,16,Paid Search,Camp_27,66037
C145371,9/4/2022 15:09,Individual,West Africa,Active,56,REF,Camp_7,152
C145372,10/19/2023 6:50,Individual,Europe,Churned,10,Affiliate,Camp_4,8578
C145373,4/21/2022 3:19,Individual,West Africa,Churned,17,Paid Search,Camp_95,38478
C145374,4/12/2025 2:51,SME,North America,Active,11,Paid Social,Camp_63,946
C145375,8/22/2020 4:27,Enterprise,Europe,Active,25,Paid Search,Camp_27,6676
C145376,9/24/2020 7:50,Enterprise,North America,Active,34,Organic Social,Camp_61,1263
C145377,6/18/2020 15:22,SME,Europe,Active,36,Referral,Camp_2,
C145378,5/13/2023 3:04,Individual,Europe,Active,41,Referral,Camp_31,2101
C145379,6/28/2025 21:37,SME,Europe,Active,48,SOC,Camp_116,4401
C145380,9/18/2023 22:45,SME,West Africa,Active,6,Paid Search,Camp_65,60138
C145381,11/23/2023 2:50,SME,Nigeria,Churned,6,Referral,Camp_58,558
C145382,6/14/2025 20:21,Individual,Nigeria,Active,41,Paid Social,Camp_102,19525
C145383,4/14/2021 20:59,Individual,Europe,Dormant,,Paid Search,Camp_64,15056
C145384,8/25/2023 5:00,SME,Rest of Africa,Churned,1,Organic Social,Camp_38,513
C145385,6/19/2022 1:22,Individual,North America,Active,28,Paid Search,Camp_109,34984
C145386,10/11/2020 17:46,SME,Europe,Active,44,Affiliate,Camp_56,3176
C145387,4/14/2024 21:14,SME,Nigeria,Active,37,PS,Camp_109,11157
C145388,10/22/2023 15:25,SME,Nigeria,Churned,12,Paid Social,Camp_35,4347
C145389,4/25/2025 5:31,Enterprise,Europe,Churned,3,Paid Social,Camp_30,29358
C145390,1/3/2022 16:37,SME,Nigeria,Churned,1,Referral,Camp_65,348
C145391,7/22/2025 4:03,SME,North America,Active,9,Organic Social,Camp_85,1230
C145392,12/4/2024 2:07,Enterprise,Nigeria,Active,15,Referral,Camp_44,1044
C145393,10/30/2023 3:40,Individual,Rest of Africa,Active,15,Organic Social,Camp_3,805
C145394,7/29/2024 10:19,Individual,Europe,Churned,1,Paid Search,Camp_68,2992
C145395,3/13/2025 18:39,Individual,West Africa,Churned,1,Paid Search,Camp_67,18437
C145396,9/11/2022 23:33,Individual,Nigeria,Active,11,Event,Camp_110,122783
C145397,11/4/2021 0:49,Individual,Rest of Africa,Churned,6,Paid Social,Camp_22,29130
C145398,11/13/2023 3:01,Individual,Europe,Churned,2,Organic Social,Camp_48,974
C145399,1/8/2024 15:46,SME,West Africa,Active,10,Event,Camp_87,35430
C145400,6/11/2020 18:06,Individual,West Africa,Churned,4,Paid Search,Camp_58,39443
C145401,8/13/2020 4:26,Individual,Europe,Active,27,Referral,Camp_4,313
C145402,5/12/2021 10:29,Individual,Europe,Dormant,,Paid Social,Camp_37,1538
C145403,5/16/2022 0:20,SME,Nigeria,Active,14,Paid Social,Camp_35,39912
C145404,11/21/2024 10:26,SME,Nigeria,Active,48,Paid Search,Camp_116,7027
C145405,10/23/2021 0:37,Individual,Nigeria,Active,56,Affiliate,Camp_95,5511
C145406,12/6/2020 6:00,Individual,Nigeria,Churned,3,Paid Social,Camp_97,4214
C145407,9/1/2023 13:37,Individual,Nigeria,Churned,16,Paid Search,Camp_44,1220
C145408,4/6/2022 8:08,Individual,Nigeria,Active,36,Paid Search,Camp_100,17998
C145409,1/12/2023 5:10,Individual,Nigeria,Dormant,,Paid Search,Camp_45,14276
C145410,9/30/2025 14:27,SME,North America,Active,18,Affiliate,Camp_33,10371
C145411,9/12/2025 14:25,Individual,West Africa,Active,53,Paid Social,Camp_21,35060
C145412,1/30/2025 18:58,Individual,Nigeria,Active,30,Event,Camp_72,6108
C145413,6/8/2024 8:37,Individual,Europe,Active,22,Affiliate,Camp_32,1506
C145414,4/2/2021 9:30,Individual,Nigeria,Active,8,Affiliate,Camp_48,24006
C145415,3/14/2022 16:35,Individual,Nigeria,Active,55,SOC,Camp_82,9741
C145416,2/5/2022 22:18,Individual,Rest of Africa,Churned,24,Paid Social,Camp_66,54924
C145417,9/24/2023 11:53,SME,Europe,Dormant,,Organic Social,Camp_70,2065
C145418,8/25/2024 4:05,SME,North America,Active,15,Paid Social,Camp_62,7690
C145419,2/15/2020 7:54,Individual,Nigeria,Churned,21,ORG,Camp_81,6137
C145420,4/20/2022 3:01,Individual,Rest of Africa,Active,20,Paid Search,Camp_33,2549
C145421,9/30/2023 6:17,Individual,Nigeria,Active,15,Event,CMP_23,21307
C145422,1/9/2020 12:31,SME,West Africa,Churned,1,Paid Search,Camp_13,11970
C145423,6/28/2022 11:11,Individual,North America,Active,12,Paid Search,Camp_7,899
C145424,5/2/2020 0:44,Individual,West Africa,Active,48,Referral,Camp_75,749
C145425,2/7/2024 23:47,Individual,Rest of Africa,Active,23, Paid Search ,Camp_35,12708
C145426,5/5/2025 22:55,Individual,Rest of Africa,Churned,1,Paid Search,Camp_30,1493
C145427,1/4/2025 12:29,Individual,North America,Active,34,Paid Search,Camp_110,508
C145428,9/16/2021 4:38,Individual,West Africa,Churned,17,PS,Camp_70,22898
C145429,4/23/2023 12:19,SME,North America,Active,32,Paid Social,Camp_6,4148
C145430,12/6/2022 12:17,Individual,Nigeria,Churned,7,Paid Social,Camp_45,8105
C145431,7/31/2020 2:44,Individual,West Africa,Active,39,Organic Social,Camp_100,417
C145432,4/30/2024 6:52,Individual,Nigeria,Active,51,Paid Social,Camp_37,1914
C145433,10/20/2023 22:56,Individual,Nigeria,Active,11,Organic Social,Camp_88,838
C145434,3/5/2023 17:01,Individual,Europe,Active,17,Organic Social,Camp_101,151
C145435,5/8/2023 20:13,Individual,Nigeria,Active,13,Paid Search,Camp_59,35927
C145436,12/6/2024 16:51,SME,Nigeria,Churned,5,Paid Search,CMP_108,59153
C145437,7/8/2021 9:01,Individual,West Africa,Active,48,Affiliate,Camp_103,5907
C145438,9/4/2023 12:25,SME,Nigeria,Active,35,Organic Social,Camp_76,8475
C145439,1/5/2025 11:28,SME,West Africa,Active,58,PS,Camp_84,3641
C145440,3/9/2021 14:28,Individual,Europe,Dormant,,Event,Camp_94,23860
C145441,6/4/2020 21:15,Enterprise,Nigeria,Active,38,Referral,Camp_34,308
C145442,11/16/2021 7:20,Individual,West Africa,Churned,26,Paid Search,Camp_96,133937
C145443,9/7/2025 2:51,Individual,West Africa,Dormant,,Event,Camp_66,2395
C145444,5/9/2021 2:32,SME,Nigeria,Active,10, Paid Social ,Camp_76,10565
C145445,12/30/2023 1:37,Enterprise,West Africa,Active,30,Event,Camp_66,4762
C145446,10/9/2021 7:09,Individual,West Africa,Active,11,Paid Search,Camp_30,1778
C145447,11/29/2022 10:57,SME,Nigeria,Active,25,Paid Search,Camp_1,33198
C145448,3/22/2024 0:02,Individual,Nigeria,Active,54,Referral,Camp_113,167
C145449,1/1/2021 0:32,Individual,Nigeria,Churned,11,Paid Search,Camp_16,606
C145450,3/14/2021 0:28,SME,Nigeria,Churned,9,Paid Search,Camp_67,74717
C145451,2/5/2023 13:09,Individual,Rest of Africa,Churned,2,Referral,Camp_98,408
C145452,4/24/2023 19:11,SME,Nigeria,Active,17,Paid Search,Camp_107,46517
C145453,2/12/2024 0:18,Individual,North America,Churned,9,Event,Camp_55,122287
C145454,7/27/2021 12:07,SME,Nigeria,Churned,4,Paid Social,Camp_106,25095
C145455,8/12/2020 19:57,SME,Europe,Dormant,,Affiliate,Camp_7,876
C145456,4/24/2021 9:22,Individual,North America,Active,55,Paid Social,Camp_117,3364
C145457,2/13/2022 3:19,Individual,Nigeria,Churned,13,Organic Social,Camp_69,986
C145458,1/16/2020 2:21,SME,Nigeria,Active,55,Paid Social,Camp_4,19100
C145459,3/24/2020 11:07,Individual,Nigeria,Churned,41,Referral,Camp_99,395
C145460,9/12/2024 18:21,Individual,Nigeria,Active,20,Paid Social,Camp_92,547
C145461,11/26/2022 17:38,Individual,Nigeria,Churned,3, Paid Search ,Camp_60,15338
C145462,11/23/2023 10:38,Individual,West Africa,Active,41,Paid Search,Camp_48,22233
C145463,8/11/2025 17:09,SME,North America,Dormant,,Paid Search,Camp_102,15423
C145464,4/20/2024 22:10,SME,West Africa,Dormant,,Paid Social,Camp_92,12090
C145465,11/24/2024 21:40,Individual,Europe,Active,26,Referral,Camp_29,1220
C145466,12/20/2022 1:50,Enterprise,Nigeria,Churned,15,Paid Search,Camp_74,7711
C145467,12/28/2024 16:14,SME,West Africa,Active,33,Paid Social,Camp_30,56181
C145468,12/23/2020 17:22,SME,Nigeria,Dormant,,Event,Camp_85,72827
C145469,2/15/2023 12:05,SME,Rest of Africa,Active,53, Organic Socia,Camp_91,1949
C145470,12/28/2021 9:53,Individual,Rest of Africa,Churned,18,Event,Camp_94,1619
C145471,3/16/2021 17:57,Individual,Nigeria,Active,30,Event,Camp_76,78076
C145472,8/5/2022 9:34,Individual,West Africa,Churned,3,Paid Search,Camp_71,33892
C145473,7/18/2021 7:13,SME,Nigeria,Active,35,Event,Camp_112,3389
C145474,11/23/2022 15:29,SME,West Africa,Active,24,Paid Search,Camp_47,29934
C145475,4/21/2023 14:13,Individual,Nigeria,Churned,1,Event,Camp_99,24104
C145476,3/28/2023 15:52,SME,North America,Dormant,,Organic Social,Camp_49,
C145477,3/2/2020 6:30,SME,West Africa,Churned,18,Organic Social,Camp_58,6449
C145478,1/22/2020 11:02,SME,Nigeria,Active,26,Referral,Camp_98,879
C145479,12/8/2024 0:49,Individual,Nigeria,Active,16,Affiliate,Camp_98,19302
C145480,8/3/2024 15:22,Individual,Nigeria,Active,27, Organic Socia,Camp_55,219
C145481,1/3/2020 14:38,Individual,North America,Active,46,Paid Social,Camp_101,49856
C145482,11/2/2022 14:19,Individual,Europe,Active,33,Paid Search,Camp_2,2302
C145483,3/5/2024 19:28,Individual,Nigeria,Active,31,Referral,Camp_4,73
C145484,7/28/2024 13:15,SME,Nigeria,Churned,1,Paid Search,Camp_111,21794
C145485,10/23/2021 7:47,Individual,Nigeria,Active,42,REF,Camp_97,1886
C145486,6/19/2023 7:49,SME,Nigeria,Active,16,Organic Social,Camp_91,1101
C145487,7/22/2025 22:18,Individual,Nigeria,Active,54,Paid Social,Camp_33,37572
C145488,2/24/2025 23:54,Individual,Nigeria,Active,60,Organic Social,Camp_24,8098
C145489,5/23/2020 11:15,SME,Nigeria,Active,6,Referral,Camp_62,664
C145490,9/30/2021 14:07,Individual,Nigeria,Active,39,EVT,Camp_6,23413
C145491,4/5/2020 18:33,Individual,Nigeria,Active,47,Paid Social,Camp_76,27527
C145492,9/20/2021 3:58,Individual,West Africa,Active,50,Event,Camp_66,71677
C145493,4/14/2022 17:19,Individual,Nigeria,Active,32,Event,Camp_31,63638
C145494,8/15/2020 8:18,SME,Nigeria,Active,55,Affiliate,Camp_78,2494
C145495,2/2/2022 22:52,Individual,Nigeria,Active,45,Affiliate,Camp_53,11596
C145496,6/1/2025 16:39,Individual,Nigeria,Active,46,Referral,Camp_97,2002
C145497,6/14/2023 8:22,SME,Nigeria,Churned,1,Paid Search,Camp_43,18676
C145498,11/17/2022 7:16,Individual,Nigeria,Churned,17,Organic Social,Camp_38,16563
C145499,7/25/2025 15:22,Enterprise,Nigeria,Active,32,Referral,Camp_95,1822
C145500,8/10/2021 8:27,Individual,Rest of Africa,Active,13,Event,Camp_106,81222
C145501,1/23/2021 9:24,SME,Nigeria,Churned,18,Organic Social,Camp_110,6978
